Department Name,Address Line 1,Address Zip Code,Clean Address Zip Code,Latitude,Longitude
52 W 8TH ST FAMILY MEDICINE,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
52 W 8TH ST INTERNAL MEDICINE,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
52 W 8TH ST OBGYN,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
226 W 14TH ST ALLERGY,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
226 W 14TH ST CARDIOLOGY,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
226 W 14TH ST ENDOCRINOLOGY,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
226 W 14TH ST INTERNAL MEDICINE,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
226 W 14TH ST PULMONOLOGY,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
309 W 23RD ST DERMATOLOGY,309 West 23rd Street,10011,10011,40.7414,-74.0002
309 W 23RD ST ENDOCRINOLOGY,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST FAMILY MEDICINE,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST GASTROENTOROLOGY,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST INTERNAL MEDICINE,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST NEUROLOGY,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST OBGYN,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST OPTHALMOLOGY,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST ORTHOPEDICS,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST PAIN FLUOROSCOPY,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST PODIATRY,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
309 W 23RD ST REHAB FLUOROSCOPY,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
325 W 15TH ST BREAST SURG,325 W 15TH STREET,10011,10011,40.7414,-74.0002
325 W 15TH ST DERMATOLOGY,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST DERMATOLOGY CLINIC,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST GYN ONCOLOGY,325 W.15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST HEM ONC,325 W. 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST HEM ONC INFUSION,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST OBGYN,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST ONCOLOGY LAB,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST PALLIATIVE CARE,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST PSYCH ONC,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST SURG PLASTIC,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST SURG THORACIC,325 W 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST THERAPEUTIC INFUSION,325 W. 15th Street,10011,10011,40.7414,-74.0002
325 W 15TH ST THERAPEUTIC LAB,325 W 15th Street,10011,10011,40.7414,-74.0002
HOSP SBH BREC MEDICAL,351 West 18 Street,10011,10011,40.7414,-74.0002
X_52 W 8TH ST FAMILY MEDICINE_DEACTIVATED,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
X_52 W 8TH ST INTERNAL MEDICINE_DEACTIVATED,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
X_52 W 8TH ST OBGYN_DEACTIVATED,52 WEST 8TH ST,10011,10011,40.7414,-74.0002
X_226 W 14TH ST ALLERGY_DEACTIVATED,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
X_226 W 14TH ST BHS DEPARTMENT OF CORRECTION_DEACTIVATED,226 W. 14th Street,10011,10011,40.7414,-74.0002
X_226 W 14TH ST CARDIOLOGY_DEACTIVATED,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
X_226 W 14TH ST ENDOCRINOLOGY_DEACTIVATED,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
X_226 W 14TH ST INTERNAL MEDICINE_DEACTIVATED,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
X_226 W 14TH ST PULMONOLOGY_DEACTIVATED,226 WEST 14TH ST,10011,10011,40.7414,-74.0002
X_309 W 23RD OPTHALMOLOGY_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST BHS DEPARTMENT OF CORRECTION_DEACTIVATED,309 W. 23rd Street,10011,10011,40.7414,-74.0002
X_309 W 23RD ST CARDIOLOGY_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST DERMATOLOGY_DEACTIVATED,309 West 23rd Street,10011,10011,40.7414,-74.0002
X_309 W 23RD ST ENDOCRINOLOGY_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST FAMILY MEDICINE_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST GASTROENTEROLOGY_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST INTERNAL MED_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST NEUROLOGY_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST OBGYN_DEACTIVATED,"309 West 23rd Street, 2nd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST ORTHOPEDICS_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST PAIN FLUOROSCOPY_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST PAIN MANAGEMENT,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST PAIN MANAGEMENT_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST PODIATRY_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_309 W 23RD ST REHAB FLUOROSCOPY_DEACTIVATED,"309 West 23rd Street, 3rd Fl",10011,10011,40.7414,-74.0002
X_325 W 15TH ST BREAST SURG_DEACTIVATED,325 W 15TH STREET,10011,10011,40.7414,-74.0002
X_325 W 15TH ST DERMATOLOGY CLINIC_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST DERMATOLOGY_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST GYN ONCOLOGY_DEACTIVATED,325 W.15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST HEM ONC INFUSION_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST HEM ONC_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST OBGYN_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST ONCOLOGY LAB_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST PALLIATIVE CARE_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST PSYCH ONC_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST SURG PLASTIC_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST SURG THORACIC_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST THERAPEUTIC INFUSION_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_325 W 15TH ST THERAPEUTIC LAB_DEACTIVATED,325 W 15th Street,10011,10011,40.7414,-74.0002
X_HOSP SBH BREC MEDICAL_DEACTIVATED,351 West 18 Street,10011,10011,40.7414,-74.0002
325 W 15TH ST ONCOLOGY PHYSICAL THERAPY,325 W 15TH ST,10011-5903,10011,40.7414,-74.0002
325 W 15TH ST SPEECH THERAPY,325 W 15TH STREET,10011-5903,10011,40.7414,-74.0002
X_325 W 15TH ST SPEECH THERAPY_DEACTIVATED,325 W 15TH STREET,10011-5903,10011,40.7414,-74.0002
226 W 14TH ST GASTROENTEROLOGY,226 W 14TH ST,10011-7201,10011,40.7414,-74.0002
226 W 14TH ST RMTI LIVER DISEASE,226 W 14TH ST,10011-7201,10011,40.7414,-74.0002
226W 14TH ST BUSINESS HEALTH,226 w 14th st,10011-7201,10011,40.7414,-74.0002
226W 14TH ST OCCUPATIONAL HEALTH,226 W 14TH STREET,10011-7201,10011,40.7414,-74.0002
52 W 8TH ST GASTROENTEROLOGY,52 W 8TH ST,10011-9092,10011,40.7414,-74.0002
632 BROADWAY ALLERGY,632 BROADWAY,10012-2614,10012,40.7262,-73.9979
632 BROADWAY DERMATOLOGY,632 BROADWAY,10012-2614,10012,40.7262,-73.9979
632 BROADWAY GYNECOLOGY,632 BROADWAY,10012-2614,10012,40.7262,-73.9979
632 BROADWAY ORTHO SPORTS MED,632 BROADWAY,10012-2614,10012,40.7262,-73.9979
632 BROADWAY PRIMARY CARE,632 BROADWAY,10012-2614,10012,40.7262,-73.9979
128 MOTT VASCULAR SURG,128 Mott St,10013,10013,40.7207,-74.0046
168 CENTRE ST LIVER DISEAS,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST NEUROSURGERY,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST ONCOLOGY,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST ORTHOPEDICS,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST RHEUM,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST RMTI LVR DIS,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST SURG COLO,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST SURG HEPAT,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST THORACICSURG,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
168 CENTRE ST TRANS SURG,168 Centre Street Floor 3M,10013,10013,40.7207,-74.0046
10 UNION SQ E MFM,10 Union Square E,10016,10016,40.7456,-73.9784
55 E 34 ST GYN,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST CARDIOLOGY,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST DERMATOLOGY,55 East 34th Street,10016,10016,40.7456,-73.9784
55 E 34TH ST ENDOCRINOLOGY,55 East 34th Street,10016,10016,40.7456,-73.9784
55 E 34TH ST ENT,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST FAMILY MEDICINE,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST GASTROENTEROLOGY,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST INTERNAL MEDICINE 1ST FL,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST INTERNAL MEDICINE JMP,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST OPHTHALMOLOGY,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST ORTHOPEDICS,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST PODIATRY,55 East 34th St,10016,10016,40.7456,-73.9784
55 E 34TH ST PRIMARY CARE 5TH FL,55 East 34th St,10016,10016,40.7456,-73.9784
X_10 UNION SQ E MFM_DEACTIVATED,10 Union Square E,10016,10016,40.7456,-73.9784
X_55 E 34TH ST BHS DEPARTMENT OF CORRECTION_DEACTIVATED,55 E 34th Street,10016,10016,40.7456,-73.9784
X_55 E 34TH ST CARDIOLOGY_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST DERMATOLOGY_DEACTIVATED,55 East 34th Street,10016,10016,40.7456,-73.9784
X_55 E 34TH ST ENDOCRINOLOGY_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST ENT_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST FAMILY MEDICINE_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST GASTROENTEROLOGY_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST GYN_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST INTERNAL MEDICINE 1ST FL_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST INTERNAL MEDICINE JMP_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST OPHTHALMOLOGY_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST ORTHOPEDICS_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST PODIATRY_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_55 E 34TH ST PRIMARY CARE 5TH FLOOR_DEACTIVATED,55 East 34th St,10016,10016,40.7456,-73.9784
X_321 E 34TH ORTHO HAND SURGERY_DEACTIVATED,321 East 34th Street,10016,10016,40.7456,-73.9784
X_50 E 34TH OCCUPATIONAL HEALTH_DEACTIVATED,"50 E 34TH ST, ROOM 2B",10016-4319,10016,40.7456,-73.9784
55 E 34TH ST ALLERGY,55 EAST 34TH STREET,10016-4337,10016,40.7456,-73.9784
55 E 34TH ST HEADACHE,55 East 34th Street,10016-4337,10016,40.7456,-73.9784
55 E 34TH ST PULMONOLOGY,55 E 34TH ST,10016-4337,10016,40.7456,-73.9784
55 E 34TH ST REHAB FLUOROSCOPY,55 EAST 34TH STREET,10016-4337,10016,40.7456,-73.9784
55 E 34TH ST RHEUMATOLOGY,55 E 34TH ST,10016-4337,10016,40.7456,-73.9784
X_55 E 34TH ST PAIN MANAGEMENT,"55 East 34th, 3rd Floor",10016-4337,10016,40.7456,-73.9784
X_55 E 34TH ST REHAB FLUOROSCOPY_DEACTIVATED,55 EAST 34TH STREET,10016-4337,10016,40.7456,-73.9784
20 E 46TH ST OB/GYN,20 EAST 46TH STREET,10017,10017,40.7523,-73.9733
X_20 E 46TH ST OB/GYN_DEACTIVATED,20 EAST 46TH STREET,10017,10017,40.7523,-73.9733
84-52 63 AVE INTERNAL MEDICINE,84-52 63rd Avenue,10019,10019,40.7671,-73.9824
99-01 QNS BLVD CARD EP,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD GASTRO,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD ORTHOPEDICS,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD SURG BARI,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD SURG GENERAL,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD SURG VASCULAR,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
99-01 QNS BLVD UROLOGY-SA 8,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
200 W 57TH PAIN/ANESTHESIOLOGY,200 W 57th Street,10019,10019,40.7671,-73.9824
200 W 57TH PAIN/FLUOROSCOPY,200 W 57th Street,10019,10019,40.7671,-73.9824
200 W 57TH ST ALLERGY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST DERMATOLOGY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST ENDOCRINOLOGY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST GASTROENTEROLOGY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST INTERNAL MEDICINE,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST OBGYN 13TH FL,200 W 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST OBGYN 16TH FL,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST OPHTHALMOLOGY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
200 W 57TH ST PODIATRY,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
425 W 59 GASTROENTEROLOGY,"425 W 59th ST,",10019,10019,40.7671,-73.9824
425 W 59TH ORTHO UPPER EXT CV STARR,"425 W 59th St,6TH FL",10019,10019,40.7671,-73.9824
425 W 59TH ST INTERVENTIONAL RADIOLOGY,425 W 59th Street,10019,10019,40.7671,-73.9824
425 W 59TH ST MFEU,425 W 59th St,10019,10019,40.7671,-73.9824
425 W 59TH ST ORTHOPEDICS,425 W 59th St,10019,10019,40.7671,-73.9824
425 W 59TH ST OTOLARYNGOLOGY,425 W 59th St,10019,10019,40.7671,-73.9824
425 W 59TH ST RHEUMATOLOGY,425 W 59th ST,10019,10019,40.7671,-73.9824
425 W 59TH ST RMTI LIVER DISEASE,"425 W 59TH STREET,3RD FLOOR",10019,10019,40.7671,-73.9824
425 W 59TH ST UROLOGY,425 W 59th St,10019,10019,40.7671,-73.9824
445 E 77ST UROLOGY,445 EAST 77TH ST,10019,10019,40.7671,-73.9824
729 7TH AVE GYN,729 7th Avenue,10019,10019,40.7671,-73.9824
729 7TH AVE INTERNAL MEDICINE,729 7th Avenue,10019,10019,40.7671,-73.9824
729 7TH AVE PODIATRY,729 7th Avenue,10019,10019,40.7671,-73.9824
780 8TH AVE DERMATOLOGY,780 8th Ave,10019,10019,40.7671,-73.9824
780 8TH AVE GASTROENTEROLOGY,780 8th Ave,10019,10019,40.7671,-73.9824
780 8TH AVE INTERNAL MEDICINE,780 8th Ave,10019,10019,40.7671,-73.9824
780 8TH AVE OBGYN,780 8th Ave,10019,10019,40.7671,-73.9824
780 8TH AVE ORTHOPEDICS,780 8th Ave,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIO VEIN,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIOLOGY,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIOLOGY ECHO,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIOLOGY HOLTER,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIOLOGY NUCLEAR,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE CVI CARDIOLOGY VASCULAR,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH AVE PSYCHIATRY,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
1000 10TH ECHO,1000 10th Ave,10019,10019,40.7671,-73.9824
1000 10TH PFT LAB,1000 10TH AVE,10019,10019,40.7671,-73.9824
1090 AMST AVE 15TH FL CBCS,1090 Amsterdam Ave,10019,10019,40.7671,-73.9824
1090 AMST AVE 17TH FL CHILD CLINIC,1090 Amsterdam Ave,10019,10019,40.7671,-73.9824
1111 AMST AVE MOBILE CRISIS,1111 Amsterdam Ave,10019,10019,40.7671,-73.9824
MSW 1000 10TH AVE CARDIOLOGY CT,1000 10th Avenue,10019,10019,40.7671,-73.9824
MSW OT,1000 10TH AVE,10019,10019,40.7671,-73.9824
MSW PT,1000 10TH AVE,10019,10019,40.7671,-73.9824
MSW RADIATION ONCOLOGY,1000 10TH AVE,10019,10019,40.7671,-73.9824
MSW SLP,1000 10TH AVE,10019,10019,40.7671,-73.9824
WINSTON 3G,1000 Tenth Avenue,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD CARD EP_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD CARDIOLOGY_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD ENDOCRINOLOGY_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD NEUROLOGY_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD OBGYN_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD ORTHOPEDICS_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD PRIMARY CARE_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD RHEUMATOLOGY_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD SURG BARI_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD SURG GENERAL_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_99-01 QNS BLVD SURG VASCULAR_DEACTIVATED,99-01 Queens Blvd,10019,10019,40.7671,-73.9824
X_200 W 57TH PAIN/ANESTHESIOLOGY_DEACTIVATED,200 W 57th Street,10019,10019,40.7671,-73.9824
X_200 W 57TH PAIN/FLUOROSCOPY_DEACTIVATED,200 W 57th Street,10019,10019,40.7671,-73.9824
X_200 W 57TH ST ALLERGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST DERMATOLOGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST ENDOCRINOLOGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST GASTROENTEROLOGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST INTERNAL MEDICINE_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST OBGYN 10TH FL_DEACTIVATED,200 W 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST OBGYN 13TH FL_DEACTIVATED,200 W 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST OBGYN 16TH FL_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST OPHTHALMOLOGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST PODIATRY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_200 W 57TH ST UROLOGY_DEACTIVATED,200 WEST 57TH ST,10019,10019,40.7671,-73.9824
X_315 W 50TH ST INTERNAL MEDICINE_DEACTIVATED,315 W 50TH ST,10019,10019,40.7671,-73.9824
X_425 W 59 GASTROENTEROLOGY_DEACTIVATED,"425 W 59th ST,",10019,10019,40.7671,-73.9824
X_425 W 59TH ST CARDIAC SURGERY_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST CARDIOLOGY INT_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST CARDIOLOGY_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST MFEU_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST NEUROSURGERY_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST ORTHOPEDICS_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST OTOLARYNGOLOGY_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 W 59TH ST RHEUMATOLOGY_DEACTIVATED,425 W 59th ST,10019,10019,40.7671,-73.9824
X_425 W 59TH ST UROLOGY_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 WEST 59TH ST THERAPEUTIC INFUSION_DEACTIVATED,425 W 59th St,10019,10019,40.7671,-73.9824
X_425 WEST 59TH ST THERAPEUTIC INFUSION_DEACTIVATED,425 W 59TH ST,10019,10019,40.7671,-73.9824
X_729 7TH AVE DERMATOLOGY_DEACTIVATED,729 7th Avenue,10019,10019,40.7671,-73.9824
X_729 7TH AVE GYN_DEACTIVATED,729 7th Avenue,10019,10019,40.7671,-73.9824
X_729 7TH AVE INTERNAL MEDICINE_DEACTIVATED,729 7th Avenue,10019,10019,40.7671,-73.9824
X_729 7TH AVE PODIATRY_DEACTIVATED,729 7th Avenue,10019,10019,40.7671,-73.9824
X_780 8TH AVE DERMATOLOGY_DEACTIVATED,780 8th Ave,10019,10019,40.7671,-73.9824
X_780 8TH AVE GASTROENTEROLOGY_DEACTIVATED,780 8th Ave,10019,10019,40.7671,-73.9824
X_780 8TH AVE INTERNAL MEDICINE_DEACTIVATED,780 8th Ave,10019,10019,40.7671,-73.9824
X_780 8TH AVE OBGYN_DEACTIVATED,780 8th Ave,10019,10019,40.7671,-73.9824
X_780 8TH AVE ORTHOPEDICS_DEACTIVATED,780 8th Ave,10019,10019,40.7671,-73.9824
X_1000 10TH AVE PSYCHIATRY_DEACTIVATED,1000 10TH AVENUE,10019,10019,40.7671,-73.9824
X_1000 10TH ECHO_DEACTIVATED,1000 10th Ave,10019,10019,40.7671,-73.9824
X_1000 10TH PFT LAB_DEACTIVATED,1000 10TH AVE,10019,10019,40.7671,-73.9824
X_1090 AMST AVE 15TH FL CBCS_DEACTIVATED,1090 Amsterdam Ave,10019,10019,40.7671,-73.9824
X_1090 AMST AVE 17TH FL CHILD CLINIC_DEACTIVATED,1090 Amsterdam Ave,10019,10019,40.7671,-73.9824
X_1111 AMST AVE MOBILE CRISIS_DEACTIVATED,1111 Amsterdam Ave,10019,10019,40.7671,-73.9824
1000 10TH AVE EP,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE FAMILY PLANNING CLINIC,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE GASTROENTEROLOGY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE GYN UROLOGY CLINC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE HAND CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE IAM,"1000 10TH Ave, Suite 2T",10019-1147,10019,40.7671,-73.9824
1000 10TH AVE IAM DENTAL,"1000 10TH Ave, Suite 2T",10019-1147,10019,40.7671,-73.9824
1000 10TH AVE LIVER CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE NEURODIAGNOSTICS,1000 TENTH AVENUE FL 4,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE NEUROLOGY,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE NEUROLOGY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE NEUROSURGERY,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE OBGYN CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE PEDIATRICS,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE PODIATRY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
